callSign,aircraft.reg,airline.iata,airline.name,departure.airport.iata,arrival.airport.iata,departure.scheduledTime.utc,arrival.scheduledTime.utc,departure.gate,arrival.gate,ARR_DELAY,PRIOR_LEG_DELAY,PREDICTED_DELAY,downstream_count,DELAY_BETA,DELAY_BETA_NORM
BWA600,9Y-BAR,BW,Caribbean,POS,,2025-12-19 19:55:00+00:00,2025-12-20 02:00:00+00:00,,C36,0.0,0.0,5.433138,0,5.433138,0.23890618519482543
PIA781,AP-BGY,PK,Pakistan International,ISB,,2025-12-19 09:30:00+00:00,2025-12-19 23:30:00+00:00,,C35,45.0,0.0,44.803696,0,44.803696,1.9701101083735886
EVA036,B-16721,BR,EVA Air,TPE,,2025-12-19 11:20:00+00:00,2025-12-20 01:20:00+00:00,C4,E75,0.0,0.0,0.5354277,0,0.5354277,0.023543850580390092
CES208,B-2022,MU,China Eastern,,PVG,2025-12-19 20:25:00+00:00,2025-12-20 11:20:00+00:00,C34,,0.0,0.0,2.8978329,0,2.8978329,0.12742363685057478
CPA826,B-LXP,CX,Cathay Pacific,HKG,,2025-12-19 11:20:00+00:00,2025-12-20 02:00:00+00:00,69,C34,0.0,0.0,3.3455849,0,3.3455849,0.1471122076605475
WJA712,C-FBWI,WS,WestJet,YVR,,2025-12-19 18:00:00+00:00,2025-12-19 22:41:00+00:00,B15,B19,0.0,0.0,0.8688397,5,5.2130382,0.2292279470237825
WJA712,C-FBWI,S4,Azores,YVR,,2025-12-19 18:00:00+00:00,2025-12-19 22:41:00+00:00,B15,B19,0.0,0.0,0.0,4,0.0,0.0
WJA712,C-FBWI,AF,Air France,YVR,,2025-12-19 18:00:00+00:00,2025-12-19 22:41:00+00:00,B15,B19,0.0,0.0,0.0,3,0.0,0.0
WJA712,C-FBWI,VS,Virgin Atlantic,YVR,,2025-12-19 18:00:00+00:00,2025-12-19 22:41:00+00:00,B15,B19,0.0,0.0,0.0,2,0.0,0.0
WJA712,C-FBWI,DL,Delta Air Lines,YVR,,2025-12-19 18:00:00+00:00,2025-12-19 22:41:00+00:00,B15,B19,0.0,0.0,0.18195403,1,0.36390806,0.01600178136028381
WJA712,C-FBWI,QF,Qantas,YVR,,2025-12-19 18:00:00+00:00,2025-12-19 22:41:00+00:00,B15,B19,0.0,0.0,0.0,0,0.0,0.0
WJA2093,C-FBWS,WS,WestJet,CUR,,2025-12-19 20:25:00+00:00,2025-12-20 02:00:00+00:00,,B24,0.0,0.0,6.784122,0,6.784122,0.29831171358362146
ACA170,C-FCEU,AC,Air Canada,YEG,,2025-12-19 20:20:00+00:00,2025-12-20 00:07:00+00:00,52,D33,17.0,0.0,16.084896,0,16.084896,0.7072857605706883
WJA1141,C-FCSX,AF,Air France,TPA,,2025-12-19 19:41:00+00:00,2025-12-19 22:12:00+00:00,,C39A,20.0,20.0,19.514498,2,58.543493999999995,2.5742771156403816
WJA1141,C-FCSX,WS,WestJet,TPA,,2025-12-19 19:41:00+00:00,2025-12-19 22:12:00+00:00,,C39A,20.0,0.0,19.379448,1,38.758896,1.7043078945763903
WJA1141,C-FCSX,DL,Delta Air Lines,TPA,,2025-12-19 19:41:00+00:00,2025-12-19 22:12:00+00:00,,C39A,20.0,20.0,20.253649,0,20.253649,0.8905943524469638
ACA2188,C-FCYX,AC,Air Canada,LAX,,,2025-12-20 00:15:00+00:00,,F65,24.0,0.0,3.9158368,0,3.9158368,0.1721873495084264
ACA742,C-FDCA,AC,Air Canada,SFO,,2025-12-19 22:30:00+00:00,2025-12-20 03:28:00+00:00,D12,F34,0.0,0.0,0.0,0,0.0,0.0
ACA459,C-FDUW,AC,Air Canada,YOW,,2025-12-19 21:15:00+00:00,2025-12-19 22:35:00+00:00,18,D31,43.0,0.0,36.289124,0,36.289124,1.5957069706129288
JZA992,C-FEJB,AC,Air Canada,,LGA,2025-12-19 21:20:00+00:00,2025-12-19 22:58:00+00:00,F62,,0.0,0.0,12.233218,0,12.233218,0.5379196046624756
JZA691,C-FEJD,AC,Air Canada,BOS,,2025-12-19 15:45:00+00:00,2025-12-19 17:48:00+00:00,,F96,216.0,0.0,215.1596,1,430.3192,18.92201495490988
ACA8694,C-FEJD,AC,Air Canada,,BOS,2025-12-19 19:15:00+00:00,2025-12-19 20:57:00+00:00,F96,,174.0,216.0,174.72113,0,174.72113,7.682845280430788
JZA545,C-FEJL,AC,Air Canada,LGA,,2025-12-19 21:20:00+00:00,2025-12-19 23:07:00+00:00,,F60,65.0,0.0,53.262123,0,53.262123,2.342044435703193
JZA970,C-FEKD,AC,Air Canada,STL,,2025-12-19 22:05:00+00:00,2025-12-20 00:06:00+00:00,,F99,0.0,0.0,0.0,0,0.0,0.0
JZA879,C-FEKS,AC,Air Canada,EWR,,2025-12-19 19:20:00+00:00,2025-12-19 21:04:00+00:00,,F66,11.0,0.0,8.968972,1,17.937944,0.7887680694431853
ACA8909,C-FEKS,AC,Air Canada,,ORD,2025-12-19 21:50:00+00:00,2025-12-19 23:48:00+00:00,F66,,0.0,11.0,2.731447,0,2.731447,0.12010730867352357
FLE2637,C-FFBC,F8,Flair,PUJ,,2025-12-19 18:20:00+00:00,2025-12-19 23:10:00+00:00,,B25,45.0,0.0,39.49736,0,39.49736,1.7367796663487458
ACA2314,C-FFGZ,AC,Air Canada,YLW,,,2025-12-20 01:10:00+00:00,,D35,48.0,0.0,0.0,0,0.0,0.0
FLE1600,C-FFLJ,F8,Flair,,FLL,2025-12-19 20:40:00+00:00,2025-12-20 00:05:00+00:00,A8,,0.0,0.0,1.5079521,1,3.0159042,0.13261547329279175
FLE1601,C-FFLJ,F8,Flair,FLL,,2025-12-20 01:05:00+00:00,2025-12-20 04:20:00+00:00,,C29A,0.0,0.0,99.20957,0,99.20957,4.362447613795012
ACA935,C-FFNW,AC,Air Canada,PUJ,,2025-12-19 21:45:00+00:00,2025-12-20 02:35:00+00:00,,F96,0.0,0.0,1.1816167,0,1.1816167,0.05195810195866524
JZA696,C-FFYG,AC,Air Canada,,BOS,2025-12-19 21:20:00+00:00,2025-12-19 23:02:00+00:00,F60,,0.0,0.0,12.233218,0,12.233218,0.5379196046624756
,C-FGEI,LH,Lufthansa,,FRA,2025-12-20 02:30:00+00:00,2025-12-20 10:10:00+00:00,E70,,0.0,0.0,143.97932,7,1151.83456,50.64852037720381
,C-FGEI,UL,SriLankan,,FRA,2025-12-20 02:30:00+00:00,2025-12-20 10:10:00+00:00,E70,,0.0,0.0,151.5439,6,1060.8073,46.645865661763565
,C-FGEI,OU,Croatia,,FRA,2025-12-20 02:30:00+00:00,2025-12-20 10:10:00+00:00,E70,,0.0,0.0,171.86006,5,1031.16036,45.34222910070073
,C-FGEI,MS,EgyptAir,,FRA,2025-12-20 02:30:00+00:00,2025-12-20 10:10:00+00:00,E70,,0.0,0.0,135.90297,4,679.51485,29.879657133084795
,C-FGEI,OS,Austrian,,FRA,2025-12-20 02:30:00+00:00,2025-12-20 10:10:00+00:00,E70,,0.0,0.0,161.95088,3,647.80352,28.48524512334858
,C-FGEI,AC,Air Canada,,FRA,2025-12-20 02:30:00+00:00,2025-12-20 10:10:00+00:00,E70,,0.0,0.0,140.46817,2,421.40450999999996,18.53001781070068
,C-FGEI,UA,United,,FRA,2025-12-20 02:30:00+00:00,2025-12-20 10:10:00+00:00,E70,,0.0,0.0,151.5439,1,303.0878,13.327390189075306
,C-FGEI,TG,Thai  International,,FRA,2025-12-20 02:30:00+00:00,2025-12-20 10:10:00+00:00,E70,,0.0,0.0,156.50226,0,156.50226,6.88172432045141
ACA887,C-FGEO,AC,Air Canada,VIE,,2025-12-19 09:35:00+00:00,2025-12-19 18:50:00+00:00,G36,E80,203.0,0.0,202.29564,0,202.29564,8.895352857583545
,C-FGHZ,UA,United,FRA,,2025-12-19 16:10:00+00:00,2025-12-20 00:45:00+00:00,B22,E79,5.0,0.0,4.631001,6,32.417007000000005,1.4254420700898733
,C-FGHZ,MS,EgyptAir,FRA,,2025-12-19 16:10:00+00:00,2025-12-20 00:45:00+00:00,B22,E79,5.0,5.0,5.644474,5,33.866844,1.489194366980604
,C-FGHZ,OU,Croatia,FRA,,2025-12-19 16:10:00+00:00,2025-12-20 00:45:00+00:00,B22,E79,5.0,5.0,5.103655,4,25.518275,1.1220907205012067
,C-FGHZ,LH,Lufthansa,FRA,,2025-12-19 16:10:00+00:00,2025-12-20 00:45:00+00:00,B22,E79,5.0,5.0,5.4429345,3,21.771738,0.9573478293099162
,C-FGHZ,A3,Aegean,FRA,,2025-12-19 16:10:00+00:00,2025-12-20 00:45:00+00:00,B22,E79,5.0,5.0,4.7746105,2,14.323831499999999,0.629848154241338
,C-FGHZ,OS,Austrian,FRA,,2025-12-19 16:10:00+00:00,2025-12-20 00:45:00+00:00,B22,E79,5.0,5.0,5.68991,1,11.37982,0.5003939499426996
ACA843,C-FGHZ,AC,Air Canada,FRA,,2025-12-19 16:10:00+00:00,2025-12-20 00:45:00+00:00,B22,E79,5.0,5.0,4.5756454,0,4.5756454,0.20120048254217937
ACA2108,C-FGJI,AC,Air Canada,YVR,,2025-12-19 18:20:00+00:00,2025-12-19 22:55:00+00:00,C42,D35,0.0,0.0,6.576562,0,6.576562,0.28918487605454746
ACA117,C-FGKZ,VA,Virgin Australia,,YVR,2025-12-19 21:40:00+00:00,2025-12-20 02:57:00+00:00,D36,C46,0.0,0.0,0.42321354,4,2.1160677,0.09304782279062089
ACA117,C-FGKZ,AC,Air Canada,,YVR,2025-12-19 21:40:00+00:00,2025-12-20 02:57:00+00:00,D36,C46,0.0,0.0,12.233218,3,48.932872,2.1516784186499023
ACA117,C-FGKZ,AV,Avianca,,YVR,2025-12-19 21:40:00+00:00,2025-12-20 02:57:00+00:00,D36,C46,0.0,0.0,10.66872,2,32.00616,1.4073762875773108
ACA117,C-FGKZ,OS,Austrian,,YVR,2025-12-19 21:40:00+00:00,2025-12-20 02:57:00+00:00,D36,C46,0.0,0.0,2.947546,1,5.895092,0.2592192469789161
ACA117,C-FGKZ,LH,Lufthansa,,YVR,2025-12-19 21:40:00+00:00,2025-12-20 02:57:00+00:00,D36,C46,0.0,0.0,5.75586,0,5.75586,0.2530969312974359
ACA743,C-FHMO,AC,Air Canada,,SFO,2025-12-19 17:40:00+00:00,2025-12-19 23:25:00+00:00,F51,D11,399.0,0.0,324.88174,6,2274.17218,100.0
ACA267,C-FHMO,AV,Avianca,,YWG,2025-12-19 22:50:00+00:00,2025-12-20 01:34:00+00:00,D36,,63.0,399.0,160.67851,5,964.07106,42.39217542446588
ACA267,C-FHMO,UA,United,,YWG,2025-12-19 22:50:00+00:00,2025-12-20 01:34:00+00:00,D36,,63.0,63.0,63.93885,4,319.69425,14.057609745274434
ACA267,C-FHMO,OS,Austrian,,YWG,2025-12-19 22:50:00+00:00,2025-12-20 01:34:00+00:00,D36,,63.0,63.0,51.70947,3,206.83788,9.095084436394785
ACA267,C-FHMO,EY,Etihad,,YWG,2025-12-19 22:50:00+00:00,2025-12-20 01:34:00+00:00,D36,,63.0,63.0,51.009155,2,153.027465,6.7289304805408365
ACA267,C-FHMO,LH,Lufthansa,,YWG,2025-12-19 22:50:00+00:00,2025-12-20 01:34:00+00:00,D36,,63.0,63.0,53.703396,1,107.406792,4.722896223275407
ACA267,C-FHMO,AC,Air Canada,,YWG,2025-12-19 22:50:00+00:00,2025-12-20 01:34:00+00:00,D36,,63.0,63.0,50.239216,0,50.239216,2.209121034978099
ACA1,C-FITL,AC,Air Canada,,HND,2025-12-19 17:30:00+00:00,2025-12-20 07:40:00+00:00,E79,,194.0,0.0,188.78978,0,188.78978,8.30147258243217
ACA881,C-FITW,UA,United,ZRH,,2025-12-19 12:20:00+00:00,2025-12-19 21:25:00+00:00,E34,E73,16.0,16.0,16.517056,6,115.619392,5.084021034854098
ACA881,C-FITW,LX,SWISS,ZRH,,2025-12-19 12:20:00+00:00,2025-12-19 21:25:00+00:00,E34,E73,16.0,16.0,15.792451,5,94.754706,4.166558136332492
ACA881,C-FITW,TG,Thai  International,ZRH,,2025-12-19 12:20:00+00:00,2025-12-19 21:25:00+00:00,E34,E73,16.0,16.0,16.006779,4,80.033895,3.519253981903868
ACA881,C-FITW,AC,Air Canada,ZRH,,2025-12-19 12:20:00+00:00,2025-12-19 21:25:00+00:00,E34,E73,16.0,16.0,16.175362,3,64.701448,2.8450549421460254
ACA881,C-FITW,LH,Lufthansa,ZRH,,2025-12-19 12:20:00+00:00,2025-12-19 21:25:00+00:00,E34,E73,16.0,16.0,16.094734,2,48.28420199999999,2.1231550726295487
ACA881,C-FITW,OS,Austrian,ZRH,,2025-12-19 12:20:00+00:00,2025-12-19 21:25:00+00:00,E34,E73,16.0,0.0,16.417772,1,32.835544,1.4438459976236275
ACA881,C-FITW,OU,Croatia,ZRH,,2025-12-19 12:20:00+00:00,2025-12-19 21:25:00+00:00,E34,E73,16.0,16.0,15.734664,0,15.734664,0.6918853435275072
ACA112,C-FIUR,TP,TAP Air Portugal,YVR,,2025-12-19 20:10:00+00:00,2025-12-20 00:35:00+00:00,C50,D41,58.0,58.0,58.85595,5,353.1357,15.528098668413048
ACA112,C-FIUR,OS,Austrian,YVR,,2025-12-19 20:10:00+00:00,2025-12-20 00:35:00+00:00,C50,D41,58.0,0.0,52.76399,4,263.81995,11.600702546629517
ACA112,C-FIUR,CA,Air China,YVR,,2025-12-19 20:10:00+00:00,2025-12-20 00:35:00+00:00,C50,D41,58.0,58.0,58.27848,3,233.11392,10.2504956330967
ACA112,C-FIUR,LH,Lufthansa,YVR,,2025-12-19 20:10:00+00:00,2025-12-20 00:35:00+00:00,C50,D41,58.0,58.0,59.67513,2,179.02539000000002,7.872112392123274
ACA112,C-FIUR,AC,Air Canada,YVR,,2025-12-19 20:10:00+00:00,2025-12-20 00:35:00+00:00,C50,D41,58.0,58.0,58.13959,1,116.27918,5.113033262063737
ACA112,C-FIUR,G3,Gol,YVR,,2025-12-19 20:10:00+00:00,2025-12-20 00:35:00+00:00,C50,D41,58.0,58.0,56.125298,0,56.125298,2.467944093837257
ACA859,C-FIUW,AC,Air Canada,LHR,,2025-12-19 18:00:00+00:00,2025-12-20 02:10:00+00:00,,E74,0.0,0.0,9.834215,0,9.834215,0.4324305383069104
ACA837,C-FIVM,LH,Lufthansa,MUC,,2025-12-19 10:50:00+00:00,2025-12-19 19:50:00+00:00,,E79,147.0,0.0,146.38733,5,878.3239799999999,38.62170101825799
ACA837,C-FIVM,OS,Austrian,MUC,,2025-12-19 10:50:00+00:00,2025-12-19 19:50:00+00:00,,E79,147.0,147.0,148.14711,4,740.73555,32.57165646974012
ACA837,C-FIVM,A3,Aegean,MUC,,2025-12-19 10:50:00+00:00,2025-12-19 19:50:00+00:00,,E79,147.0,147.0,146.61707,3,586.46828,25.78820922873131
ACA837,C-FIVM,OU,Croatia,MUC,,2025-12-19 10:50:00+00:00,2025-12-19 19:50:00+00:00,,E79,147.0,147.0,147.38495,2,442.15485,19.442452681836958
ACA837,C-FIVM,UA,United,MUC,,2025-12-19 10:50:00+00:00,2025-12-19 19:50:00+00:00,,E79,147.0,147.0,146.89816,1,293.79632,12.918824818268597
ACA837,C-FIVM,AC,Air Canada,MUC,,2025-12-19 10:50:00+00:00,2025-12-19 19:50:00+00:00,,E79,147.0,147.0,147.26059,0,147.26059,6.475349197174684
ACA2,C-FIVR,AC,Air Canada,HND,,2025-12-19 09:50:00+00:00,2025-12-19 22:05:00+00:00,,E71,0.0,0.0,0.0,0,0.0,0.0
ACA8881,C-FJGZ,AC,Air Canada,EWR,,2025-12-19 21:30:00+00:00,2025-12-19 23:16:00+00:00,,F86,0.0,0.0,2.226661,0,2.226661,0.09791083628505208
ACA1812,C-FJQD,AC,Air Canada,,CUN,2025-12-19 22:00:00+00:00,2025-12-20 02:15:00+00:00,E81,,0.0,0.0,2.0193038,0,2.0193038,0.08879291628657597
ACA8729,C-FJQZ,AC,Air Canada,,CLE,2025-12-19 21:20:00+00:00,2025-12-19 22:30:00+00:00,F86,,14.0,0.0,12.233218,1,24.466436,1.0758392093249511
JZA732,C-FJQZ,AC,Air Canada,CLE,,2025-12-19 23:10:00+00:00,2025-12-20 00:14:00+00:00,,F84,0.0,14.0,10.682433,0,10.682433,0.4697284178368587
WJA2759,C-FJVE,WS,WestJet,VRA,,,2025-12-19 21:09:00+00:00,,B37,192.0,0.0,0.0,0,0.0,0.0
ACA8618,C-FKJZ,AC,Air Canada,,IAD,2025-12-19 19:15:00+00:00,2025-12-19 20:46:00+00:00,F87,,114.0,0.0,52.66588,1,105.33176,4.631652824105869
JZA619,C-FKJZ,AC,Air Canada,IAD,,2025-12-19 21:30:00+00:00,2025-12-19 23:03:00+00:00,,F88,105.0,114.0,102.86372,0,102.86372,4.523128059723253
FLE622,C-FLDX,F8,Flair,YYC,,2025-12-19 17:15:00+00:00,2025-12-19 21:25:00+00:00,A16,B4,96.0,0.0,40.66702,0,40.66702,1.7882120077645134
FLE626,C-FLKA,F8,Flair,YYC,,2025-12-19 17:40:00+00:00,2025-12-19 21:50:00+00:00,A19,B5,0.0,0.0,40.66702,0,40.66702,1.7882120077645134
FLE2635,C-FLQO,F8,Flair,PUJ,,2025-12-19 20:35:00+00:00,2025-12-20 01:25:00+00:00,,B27,0.0,0.0,3.113256,0,3.113256,0.13689623096172077
FLE2665,C-FLQZ,F8,Flair,GDL,,2025-12-19 19:10:00+00:00,2025-12-19 23:50:00+00:00,,B27,0.0,0.0,1.8015692,0,1.8015692,0.0792186807948728
FLE2611,C-FLUJ,F8,Flair,CUN,,2025-12-19 17:40:00+00:00,2025-12-19 21:45:00+00:00,,B28,82.0,0.0,78.368805,0,78.368805,3.446036570546738
FLE608,C-FLUT,F8,Flair,YVR,,2025-12-19 20:55:00+00:00,2025-12-20 01:35:00+00:00,B18,B5,0.0,0.0,1.0398983,0,1.0398983,0.04572645418606783
ACA34,C-FNND,VA,Virgin Australia,YVR,,2025-12-19 17:30:00+00:00,2025-12-19 21:59:00+00:00,C50,D24,0.0,0.0,0.0,2,0.0,0.0
ACA34,C-FNND,AC,Air Canada,YVR,,2025-12-19 17:30:00+00:00,2025-12-19 21:59:00+00:00,C50,D24,0.0,0.0,2.4968023,1,4.9936046,0.2195790030286977
ACA34,C-FNND,NZ,Air New Zealand,YVR,,2025-12-19 17:30:00+00:00,2025-12-19 21:59:00+00:00,C50,D24,0.0,0.0,2.612711,0,2.612711,0.11488624401341502
ACA10,C-FNNW,AC,Air Canada,NRT,,2025-12-19 09:45:00+00:00,2025-12-19 21:45:00+00:00,,E72,18.0,0.0,25.283884,1,50.567768,2.223568138099376
ACA10,C-FNNW,NH,ANA,NRT,,2025-12-19 09:45:00+00:00,2025-12-19 21:45:00+00:00,,E72,18.0,18.0,16.489824,0,16.489824,0.7250912725526348
WJA634,C-FNWD,WS,WestJet,YYC,,2025-12-19 18:30:00+00:00,2025-12-19 22:28:00+00:00,C51,B20,35.0,0.0,32.766712,4,163.83355999999998,7.20409656932836
WJA634,C-FNWD,AF,Air France,YYC,,2025-12-19 18:30:00+00:00,2025-12-19 22:28:00+00:00,C51,B20,35.0,35.0,34.10144,3,136.40576,5.998040130804871
WJA634,C-FNWD,AM,Aeromexico,YYC,,2025-12-19 18:30:00+00:00,2025-12-19 22:28:00+00:00,C51,B20,35.0,35.0,34.90476,2,104.71428,4.604500966149361
WJA634,C-FNWD,S4,Azores,YYC,,2025-12-19 18:30:00+00:00,2025-12-19 22:28:00+00:00,C51,B20,35.0,35.0,34.442307,1,68.884614,3.0289973030977806
WJA634,C-FNWD,VS,Virgin Atlantic,YYC,,2025-12-19 18:30:00+00:00,2025-12-19 22:28:00+00:00,C51,B20,35.0,35.0,36.09808,0,36.09808,1.587306375368641
WJA640,C-FONK,QF,Qantas,YYC,,2025-12-19 20:40:00+00:00,2025-12-20 00:36:00+00:00,C50,B22,24.0,24.0,23.493921,5,140.963526,6.198454419576973
WJA640,C-FONK,AM,Aeromexico,YYC,,2025-12-19 20:40:00+00:00,2025-12-20 00:36:00+00:00,C50,B22,24.0,24.0,24.790234,4,123.95117,5.450386346736508
WJA640,C-FONK,AF,Air France,YYC,,2025-12-19 20:40:00+00:00,2025-12-20 00:36:00+00:00,C50,B22,24.0,24.0,24.150797,3,96.603188,4.247839668850403
WJA640,C-FONK,VS,Virgin Atlantic,YYC,,2025-12-19 20:40:00+00:00,2025-12-20 00:36:00+00:00,C50,B22,24.0,24.0,24.480373,2,73.441119,3.2293561431219335
WJA640,C-FONK,DL,Delta Air Lines,YYC,,2025-12-19 20:40:00+00:00,2025-12-20 00:36:00+00:00,C50,B22,24.0,0.0,26.562532,1,53.125064,2.336017671274125
WJA640,C-FONK,WS,WestJet,YYC,,2025-12-19 20:40:00+00:00,2025-12-20 00:36:00+00:00,C50,B22,24.0,24.0,23.754559,0,23.754559,1.0445365222962142
WJA2567,C-FPLS,WS,WestJet,MBJ,,2025-12-19 19:55:00+00:00,2025-12-20 00:12:00+00:00,,B11,10.0,0.0,14.034768,0,14.034768,0.6171374411940963
WJA2757,C-FPRP,WS,WestJet,LIR,,,2025-12-20 00:11:00+00:00,,B10,64.0,0.0,0.0,0,0.0,0.0
WJA430,C-FRAX,WS,WestJet,YEG,,,2025-12-19 22:23:00+00:00,,B22,0.0,0.0,0.0,0,0.0,0.0
ACA8935,C-FRQN,AC,Air Canada,PHL,,2025-12-19 21:35:00+00:00,2025-12-19 23:13:00+00:00,,F66,0.0,0.0,0.80866396,0,0.80866396,0.0355586075281248
ACA8748,C-FRQP,AC,Air Canada,CLT,,2025-12-19 22:05:00+00:00,2025-12-19 23:57:00+00:00,,F82,18.0,0.0,16.192259,0,16.192259,0.7120067311701965
ACA8784,C-FRQW,AC,Air Canada,,DCA,2025-12-19 21:30:00+00:00,2025-12-19 23:05:00+00:00,F98,,27.0,0.0,12.233218,1,24.466436,1.0758392093249511
JZA787,C-FRQW,AC,Air Canada,DCA,,2025-12-19 23:50:00+00:00,2025-12-20 01:27:00+00:00,,F60,0.0,27.0,37.480183,0,37.480183,1.648080269806132
ACA967,C-FRSR,AC,Air Canada,BGI,,2025-12-19 20:10:00+00:00,2025-12-20 01:55:00+00:00,,E77,0.0,0.0,2.1046624,0,2.1046624,0.0925463084329877
ACA104,C-FRTU,VA,Virgin Australia,YVR,,2025-12-19 16:45:00+00:00,2025-12-19 21:09:00+00:00,C49,D43,5.0,0.0,4.751537,3,19.006148,0.8357391831255275
ACA104,C-FRTU,AC,Air Canada,YVR,,2025-12-19 16:45:00+00:00,2025-12-19 21:09:00+00:00,C49,D43,5.0,5.0,2.5701485,2,7.7104455000000005,0.3390440516249742
ACA104,C-FRTU,OS,Austrian,YVR,,2025-12-19 16:45:00+00:00,2025-12-19 21:09:00+00:00,C49,D43,5.0,5.0,4.869638,1,9.739276,0.42825587638663315
ACA589,C-FRTU,AC,Air Canada,,HNL,2025-12-19 22:25:00+00:00,2025-12-20 08:26:00+00:00,F65,,9.0,5.0,0.0,0,0.0,0.0
WJA2587,C-FRYV,WS,WestJet,NAS,,2025-12-19 21:50:00+00:00,2025-12-20 01:20:00+00:00,,B13,0.0,0.0,1.1432513,0,1.1432513,0.05027109688765958
ACA1201,C-FSEQ,AC,Air Canada,MIA,,2025-12-19 17:20:00+00:00,2025-12-19 20:40:00+00:00,,F57,93.0,0.0,90.292274,1,180.584548,7.940671756876386
ACA1024,C-FSEQ,AC,Air Canada,,FLL,2025-12-19 22:35:00+00:00,2025-12-20 01:52:00+00:00,F57,,0.0,93.0,29.828873,0,29.828873,1.311636527010897
ACA1327,C-FSJJ,AC,Air Canada,SXM,,2025-12-19 21:00:00+00:00,2025-12-20 02:15:00+00:00,,165,0.0,0.0,4.812041,0,4.812041,0.21159528035383846
ACA1323,C-FSLU,AC,Air Canada,PLS,,2025-12-19 18:15:00+00:00,2025-12-19 22:25:00+00:00,,E80,80.0,0.0,85.37876,0,85.37876,3.754278622826175
