callSign,aircraft.reg,airline.iata,airline.name,departure.airport.iata,arrival.airport.iata,departure.scheduledTime.utc,arrival.scheduledTime.utc,departure.gate,arrival.gate,ARR_DELAY,PRIOR_LEG_DELAY,PREDICTED_DELAY,downstream_count,DELAY_BETA,DELAY_BETA_NORM
,D-ANRA,DE,Condor,,FRA,2025-12-19 22:15:00+00:00,2025-12-20 06:10:00+00:00,C30,,0.0,0.0,0.0,0,0.0,0.0
AFR356,F-GZNR,AF,Air France,CDG,,2025-12-19 13:00:00+00:00,2025-12-19 21:25:00+00:00,,C34,12.0,0.0,13.144476,0,13.144476,0.5779894818693982
BAW99,G-ZBJB,BA,British,LHR,,2025-12-19 17:05:00+00:00,2025-12-20 01:15:00+00:00,,C32,12.0,0.0,8.619502,0,8.619502,0.3790171243762203
CMP470,HP-1826CMP,CM,Copa,PTY,,2025-12-19 23:35:00+00:00,2025-12-20 05:09:00+00:00,,E81,0.0,0.0,0.0,0,0.0,0.0
UAL5287,N145SY,NZ,Air New Zealand,ORD,,2025-12-19 19:13:00+00:00,2025-12-19 21:02:00+00:00,,F64,5.0,0.0,5.2379003,4,26.1895015,1.1516059219403518
UAL5287,N145SY,UA,United,ORD,,2025-12-19 19:13:00+00:00,2025-12-19 21:02:00+00:00,,F64,5.0,5.0,4.4197555,3,17.679022,0.7773827397712691
UAL5287,N145SY,CM,Copa,ORD,,2025-12-19 19:13:00+00:00,2025-12-19 21:02:00+00:00,,F64,5.0,5.0,3.8777742,2,11.6333226,0.5115409775173663
UAL5287,N145SY,NH,ANA,ORD,,2025-12-19 19:13:00+00:00,2025-12-19 21:02:00+00:00,,F64,5.0,5.0,6.2993054,1,12.5986108,0.5539866730759145
UAL5287,N145SY,AC,Air Canada,ORD,,2025-12-19 19:13:00+00:00,2025-12-19 21:02:00+00:00,,F64,5.0,5.0,4.4805865,0,4.4805865,0.19702054837378233
ASA391,N214AK,HA,Hawaiian,,SEA,2025-12-19 21:45:00+00:00,2025-12-20 03:11:00+00:00,A11,,37.0,0.0,38.014194,3,152.056776,6.686247300765063
ASA391,N214AK,AS,Alaska,,SEA,2025-12-19 21:45:00+00:00,2025-12-20 03:11:00+00:00,A11,,37.0,37.0,35.783913,2,107.351739,4.720475430316802
ASA391,N214AK,TN,Air Tahiti Nui,,SEA,2025-12-19 21:45:00+00:00,2025-12-20 03:11:00+00:00,A11,,37.0,37.0,35.947838,1,71.895676,3.161399854957332
ASA391,N214AK,QR,Qatar,,SEA,2025-12-19 21:45:00+00:00,2025-12-20 03:11:00+00:00,A11,,37.0,37.0,35.421658,0,35.421658,1.5575627171729804
DAL3829,N258SY,DL,Delta Air Lines,,MSP,2025-12-19 22:15:00+00:00,2025-12-20 00:50:00+00:00,A13,,9.0,0.0,5.697328,1,11.394656,0.501046319192947
SKW3829,N258SY,WS,WestJet,,MSP,2025-12-19 22:15:00+00:00,2025-12-20 00:50:00+00:00,A13,,9.0,9.0,8.172173,0,8.172173,0.35934715374101533
UAL608,N26210,UA,United,SFO,,2025-12-19 16:49:00+00:00,2025-12-19 21:52:00+00:00,E11,F97,0.0,0.0,1.0349674,0,1.0349674,0.045509632432492425
EDV5106,N335PQ,AM,Aeromexico,JFK,,2025-12-19 20:15:00+00:00,2025-12-19 22:08:00+00:00,,A6,77.0,0.0,68.12268,8,613.10412,26.95944156699692
EDV5106,N335PQ,KQ,Kenya,JFK,,2025-12-19 20:15:00+00:00,2025-12-19 22:08:00+00:00,,A6,77.0,77.0,77.29488,7,618.35904,27.190511142388523
EDV5106,N335PQ,LA,LATAM,JFK,,2025-12-19 20:15:00+00:00,2025-12-19 22:08:00+00:00,,A6,77.0,77.0,77.29488,6,541.06416,23.79169724958996
EDV5106,N335PQ,KL,KLM,JFK,,2025-12-19 20:15:00+00:00,2025-12-19 22:08:00+00:00,,A6,77.0,77.0,77.41006,5,464.46036000000004,20.423271557213408
EDV5106,N335PQ,VS,Virgin Atlantic,JFK,,2025-12-19 20:15:00+00:00,2025-12-19 22:08:00+00:00,,A6,77.0,77.0,77.13406,4,385.6703,16.958711543116316
EDV5106,N335PQ,DL,Delta Air Lines,JFK,,2025-12-19 20:15:00+00:00,2025-12-19 22:08:00+00:00,,A6,77.0,77.0,76.83647,3,307.34588,13.514626671758865
EDV5106,N335PQ,AF,Air France,JFK,,2025-12-19 20:15:00+00:00,2025-12-19 22:08:00+00:00,,A6,77.0,77.0,80.86417,2,242.59251,10.66728861312515
EDV5106,N335PQ,KE,Korean Air,JFK,,2025-12-19 20:15:00+00:00,2025-12-19 22:08:00+00:00,,A6,77.0,77.0,78.67545,1,157.3509,6.919040756184081
EDV5106,N335PQ,WS,WestJet,JFK,,2025-12-19 20:15:00+00:00,2025-12-19 22:08:00+00:00,,A6,77.0,77.0,74.73941,0,74.73941,3.286444652576834
DAL5406,N340CA,AF,Air France,DTW,,2025-12-19 20:55:00+00:00,2025-12-19 22:15:00+00:00,,A6,39.0,39.0,39.186844,9,391.86844,17.231256430196947
DAL5406,N340CA,VS,Virgin Atlantic,DTW,,2025-12-19 20:55:00+00:00,2025-12-19 22:15:00+00:00,,A6,39.0,0.0,37.971634,8,341.744706,15.027213374846578
DAL5406,N340CA,KL,KLM,DTW,,2025-12-19 20:55:00+00:00,2025-12-19 22:15:00+00:00,,A6,39.0,39.0,39.628876,7,317.031008,13.940501549887045
DAL5406,N340CA,WS,WestJet,DTW,,2025-12-19 20:55:00+00:00,2025-12-19 22:15:00+00:00,,A6,39.0,39.0,38.358143,6,268.507001,11.806801761157768
DAL5406,N340CA,DL,Delta Air Lines,DTW,,2025-12-19 20:55:00+00:00,2025-12-19 22:15:00+00:00,,A6,39.0,39.0,39.044434,5,234.26660400000003,10.301181505087273
EDV4980,N340CA,AF,Air France,,DTW,2025-12-19 23:05:00+00:00,2025-12-20 00:36:00+00:00,A6,,0.0,0.0,8.230356,4,41.15178,1.809527895992466
EDV4980,N340CA,WS,WestJet,,DTW,2025-12-19 23:05:00+00:00,2025-12-20 00:36:00+00:00,A6,,0.0,39.0,28.345537,3,113.382148,4.985644842423497
EDV4980,N340CA,KL,KLM,,DTW,2025-12-19 23:05:00+00:00,2025-12-20 00:36:00+00:00,A6,,0.0,0.0,9.840391,2,29.521173,1.2981063289587862
EDV4980,N340CA,DL,Delta Air Lines,,DTW,2025-12-19 23:05:00+00:00,2025-12-20 00:36:00+00:00,A6,,0.0,0.0,5.697328,1,11.394656,0.501046319192947
EDV4980,N340CA,VS,Virgin Atlantic,,DTW,2025-12-19 23:05:00+00:00,2025-12-20 00:36:00+00:00,A6,,0.0,0.0,9.175234,0,9.175234,0.4034537965370766
DAL1734,N361NW,LA,LATAM,ATL,,2025-12-19 19:48:00+00:00,2025-12-19 22:02:00+00:00,,A12,28.0,28.0,28.086756,9,280.86756,12.350320809922142
DAL1734,N361NW,KE,Korean Air,ATL,,2025-12-19 19:48:00+00:00,2025-12-19 22:02:00+00:00,,A12,28.0,0.0,29.789682,8,268.10713799999996,11.789218967580545
DAL1734,N361NW,AM,Aeromexico,ATL,,2025-12-19 19:48:00+00:00,2025-12-19 22:02:00+00:00,,A12,28.0,28.0,28.417524,7,227.340192,9.99661300931049
DAL1734,N361NW,DL,Delta Air Lines,ATL,,2025-12-19 19:48:00+00:00,2025-12-19 22:02:00+00:00,,A12,28.0,28.0,27.956009,6,195.69206300000002,8.60498007675039
DAL1734,N361NW,WS,WestJet,ATL,,2025-12-19 19:48:00+00:00,2025-12-19 22:02:00+00:00,,A12,28.0,28.0,27.302896,5,163.817376,7.203384925762306
DAL2714,N361NW,KE,Korean Air,,ATL,2025-12-19 23:12:00+00:00,2025-12-20 01:49:00+00:00,A12,,0.0,0.0,32.395634,4,161.97817,7.122511277927954
DAL2714,N361NW,KL,KLM,,ATL,2025-12-19 23:12:00+00:00,2025-12-20 01:49:00+00:00,A12,,0.0,0.0,9.840391,3,39.361564,1.730808438611715
DAL2714,N361NW,WS,WestJet,,ATL,2025-12-19 23:12:00+00:00,2025-12-20 01:49:00+00:00,A12,,0.0,0.0,16.413277,2,49.239831,2.1651760334171355
DAL2714,N361NW,DL,Delta Air Lines,,ATL,2025-12-19 23:12:00+00:00,2025-12-20 01:49:00+00:00,A12,,0.0,0.0,5.697328,1,11.394656,0.501046319192947
DAL2714,N361NW,LA,LATAM,,ATL,2025-12-19 23:12:00+00:00,2025-12-20 01:49:00+00:00,A12,,0.0,28.0,25.935537,0,25.935537,1.1404385836783915
RPA4623,N439YX,YX,Republic,LGA,,2025-12-19 16:19:00+00:00,2025-12-19 18:00:00+00:00,,A14,310.0,0.0,305.36493,1,610.72986,26.85504050093516
RPA4623,N439YX,AA,American,LGA,,2025-12-19 16:19:00+00:00,2025-12-19 18:00:00+00:00,,A14,310.0,310.0,308.2473,0,308.2473,13.554263951993292
EDV5094,N478PX,DL,Delta Air Lines,LGA,,2025-12-19 16:30:00+00:00,2025-12-19 18:19:00+00:00,,A6,158.0,158.0,158.82153,3,635.28612,27.934829455173443
DAL5094,N478PX,WS,WestJet,LGA,,2025-12-19 16:30:00+00:00,2025-12-19 18:19:00+00:00,,A6,158.0,0.0,159.88428,2,479.65283999999997,21.091315961837154
EDV5306,N478PX,DL,Delta Air Lines,,LGA,2025-12-19 22:14:00+00:00,2025-12-20 00:00:00+00:00,A6,,29.0,29.0,29.721489,1,59.442978,2.613829265996913
EDV5306,N478PX,WS,WestJet,,LGA,2025-12-19 22:14:00+00:00,2025-12-20 00:00:00+00:00,A6,,29.0,158.0,26.60877,0,26.60877,1.1700420150245616
JIA5123,N544EA,PD,Porter,DCA,,2025-12-19 19:59:00+00:00,2025-12-19 21:39:00+00:00,,A9,166.0,0.0,160.62314,3,642.49256,28.251711354590576
JIA5123,N544EA,OH,PSA,DCA,,2025-12-19 19:59:00+00:00,2025-12-19 21:39:00+00:00,,A9,166.0,166.0,167.5991,2,502.79729999999995,22.10902518383634
JIA5123,N544EA,BA,British,DCA,,2025-12-19 19:59:00+00:00,2025-12-19 21:39:00+00:00,,A9,166.0,166.0,166.53629,1,333.07258,14.645882265607524
JIA5123,N544EA,AA,American,DCA,,2025-12-19 19:59:00+00:00,2025-12-19 21:39:00+00:00,,A9,166.0,166.0,166.12149,0,166.12149,7.304701528799811
JIA5030,N564NN,OH,PSA,CLT,,2025-12-19 18:58:00+00:00,2025-12-19 20:59:00+00:00,,A9,99.0,0.0,99.71007,5,598.2604200000001,26.306733732007928
AAL5030,N564NN,PD,Porter,CLT,,2025-12-19 18:58:00+00:00,2025-12-19 20:59:00+00:00,,A9,99.0,99.0,99.03872,4,495.1936,21.774674950073482
JIA5030,N564NN,AA,American,CLT,,2025-12-19 18:58:00+00:00,2025-12-19 20:59:00+00:00,,A9,99.0,99.0,98.148315,3,392.59326,17.263128247395937
JIA5030,N564NN,OH,PSA,,CLT,2025-12-19 21:44:00+00:00,2025-12-20 00:04:00+00:00,A9,,15.0,15.0,12.425522,2,37.276566,1.6391268140480024
AAL5030,N564NN,AA,American,,CLT,2025-12-19 21:44:00+00:00,2025-12-20 00:04:00+00:00,A9,,15.0,99.0,16.142282,1,32.284564,1.4196182806176094
AAL5030,N564NN,PD,Porter,,CLT,2025-12-19 21:44:00+00:00,2025-12-20 00:04:00+00:00,A9,,15.0,15.0,12.703239,0,12.703239,0.5585873889284848
JIA5045,N595NN,OH,PSA,CLT,,2025-12-19 21:21:00+00:00,2025-12-19 23:23:00+00:00,,A9,54.0,54.0,54.03137,2,162.09411,7.127609396752009
JIA5045,N595NN,PD,Porter,CLT,,2025-12-19 21:21:00+00:00,2025-12-19 23:23:00+00:00,,A9,54.0,0.0,52.89352,1,105.78704,4.651672416465845
JIA5045,N595NN,AA,American,CLT,,2025-12-19 21:21:00+00:00,2025-12-19 23:23:00+00:00,,A9,54.0,54.0,53.151356,0,53.151356,2.337173784264655
RPA4438,N654RW,BA,British,LGA,,2025-12-19 22:18:00+00:00,2025-12-20 00:00:00+00:00,,A7,0.0,0.0,0.94725895,1,1.8945179,0.08330582515524397
RPA4438,N654RW,AA,American,LGA,,2025-12-19 22:18:00+00:00,2025-12-20 00:00:00+00:00,,A7,0.0,0.0,1.9485992,0,1.9485992,0.0856838904783366
AAL4556,N657RW,BA,British,LGA,,2025-12-19 18:30:00+00:00,2025-12-19 20:12:00+00:00,,A7,108.0,108.0,107.36246,2,322.08738,14.162840563813424
RPA4556,N657RW,AA,American,LGA,,2025-12-19 18:30:00+00:00,2025-12-19 20:12:00+00:00,,A7,108.0,0.0,106.9808,1,213.9616,9.408328968301776
RPA4556,N657RW,YX,Republic,LGA,,2025-12-19 18:30:00+00:00,2025-12-19 20:12:00+00:00,,A7,108.0,108.0,108.551056,0,108.551056,4.773211850652399
AAL5864,N694AE,PD,Porter,PHL,,2025-12-19 20:40:00+00:00,2025-12-19 22:29:00+00:00,,A9,0.0,0.0,0.0,6,0.0,0.0
AAL5864,N694AE,QR,Qatar,PHL,,2025-12-19 20:40:00+00:00,2025-12-19 22:29:00+00:00,,A9,0.0,0.0,0.9710943,5,5.8265658,0.2562060098721285
AAL5864,N694AE,PI,Polar,PHL,,2025-12-19 20:40:00+00:00,2025-12-19 22:29:00+00:00,,A9,0.0,0.0,0.0,4,0.0,0.0
AAL5864,N694AE,AA,American,PHL,,2025-12-19 20:40:00+00:00,2025-12-19 22:29:00+00:00,,A9,0.0,0.0,0.017851656,3,0.071406624,0.0031398952387149508
PDT5886,N694AE,AA,American,,PHL,2025-12-19 23:15:00+00:00,2025-12-20 01:00:00+00:00,A9,,0.0,0.0,0.0,2,0.0,0.0
PDT5886,N694AE,PD,Porter,,PHL,2025-12-19 23:15:00+00:00,2025-12-20 01:00:00+00:00,A9,,0.0,0.0,0.0,1,0.0,0.0
PDT5886,N694AE,PI,Polar,,PHL,2025-12-19 23:15:00+00:00,2025-12-20 01:00:00+00:00,A9,,0.0,0.0,2.7238522,0,2.7238522,0.11977334979095558
UAL2462,N69816,UA,United,,SFO,2025-12-19 22:55:00+00:00,2025-12-20 04:53:00+00:00,F97,E11,0.0,0.0,21.753965,0,21.753965,0.9565663141653594
UAL3453,N721YX,AV,Avianca,IAD,,2025-12-19 22:16:00+00:00,2025-12-19 23:57:00+00:00,,F62,0.0,0.0,0.0,5,0.0,0.0
UAL3453,N721YX,UA,United,IAD,,2025-12-19 22:16:00+00:00,2025-12-19 23:57:00+00:00,,F62,0.0,0.0,2.6161766,4,13.080883,0.5751931676518881
UAL3453,N721YX,AC,Air Canada,IAD,,2025-12-19 22:16:00+00:00,2025-12-19 23:57:00+00:00,,F62,0.0,0.0,0.09504815,3,0.3801926,0.016717845875680357
UAL3453,N721YX,CM,Copa,IAD,,2025-12-19 22:16:00+00:00,2025-12-19 23:57:00+00:00,,F62,0.0,0.0,0.0,2,0.0,0.0
RPA3453,N721YX,YX,Republic,LGA,,2025-12-19 22:18:00+00:00,2025-12-20 00:00:00+00:00,,A7,0.0,0.0,3.3256454,1,6.6512908,0.2924708541637336
RPA3453,N721YX,UA,United,IAD,,,2025-12-20 00:00:00+00:00,,A7,0.0,0.0,14.090074,0,14.090074,0.6195693590799268
AVA325,N764AV,AV,Avianca,,SAL,2025-12-19 21:00:00+00:00,2025-12-20 02:15:00+00:00,E83,,22.0,0.0,10.66872,1,21.33744,0.938250858384874
AVA325,N764AV,AC,Air Canada,,SAL,2025-12-19 21:00:00+00:00,2025-12-20 02:15:00+00:00,E83,,22.0,22.0,21.454937,0,21.454937,0.9434174416820101
RPA3557,N768YX,UA,United,EWR,,2025-12-19 22:18:00+00:00,2025-12-20 00:17:00+00:00,,F96,72.0,0.0,61.111504,1,122.223008,5.374395530596984
RPA3557,N768YX,AC,Air Canada,EWR,,2025-12-19 22:18:00+00:00,2025-12-20 00:17:00+00:00,,F96,72.0,72.0,70.67937,0,70.67937,3.1079163935599636
UAL3622,N786YX,UA,United,EWR,,2025-12-19 21:00:00+00:00,2025-12-19 22:49:00+00:00,,F60,1.0,0.0,12.0793,1,24.1586,1.0623030310748063
UAL3622,N786YX,AC,Air Canada,EWR,,2025-12-19 21:00:00+00:00,2025-12-19 22:49:00+00:00,,F60,1.0,1.0,1.239731,0,1.239731,0.05451350653669503
UAL2236,N833UA,UA,United,,IAH,2025-12-19 20:45:00+00:00,2025-12-20 00:49:00+00:00,F97,,0.0,0.0,8.970783,2,26.912349000000003,1.1833910042818307
UAL2236,N833UA,AC,Air Canada,,IAH,2025-12-19 20:45:00+00:00,2025-12-20 00:49:00+00:00,F97,,0.0,0.0,23.203918,1,46.407836,2.0406474236264733
UAL2236,N833UA,NZ,Air New Zealand,,IAH,2025-12-19 20:45:00+00:00,2025-12-20 00:49:00+00:00,F97,,0.0,0.0,2.8978329,0,2.8978329,0.12742363685057478
UAL568,N850UA,AC,Air Canada,,DEN,2025-12-19 21:10:00+00:00,2025-12-20 01:10:00+00:00,F82,,32.0,32.0,29.677135,1,59.35427,2.6099285938850945
UAL568,N850UA,UA,United,,DEN,2025-12-19 21:10:00+00:00,2025-12-20 01:10:00+00:00,F82,,32.0,0.0,9.878353,0,9.878353,0.4343713764012363
AAL5885,N902BC,PD,Porter,PHL,,2025-12-19 18:41:00+00:00,2025-12-19 20:30:00+00:00,,A9,38.0,38.0,37.133823,7,297.070584,13.062800900149961
PDT5885,N902BC,AA,American,PHL,,2025-12-19 18:41:00+00:00,2025-12-19 20:30:00+00:00,,A9,38.0,38.0,38.897655,6,272.283585,11.972865880366191
AAL5885,N902BC,PI,Polar,PHL,,2025-12-19 18:41:00+00:00,2025-12-19 20:30:00+00:00,,A9,38.0,0.0,37.93049,5,227.58294,10.007287135136796
AAL5885,N902BC,QR,Qatar,PHL,,2025-12-19 18:41:00+00:00,2025-12-19 20:30:00+00:00,,A9,38.0,38.0,38.01867,4,190.09335,8.35879322030929
AAL5885,N902BC,AA,American,,PHL,2025-12-19 21:06:00+00:00,2025-12-19 22:51:00+00:00,A9,,30.0,30.0,29.368284,3,117.473136,5.165533948269475
AAL5885,N902BC,QR,Qatar,,PHL,2025-12-19 21:06:00+00:00,2025-12-19 22:51:00+00:00,A9,,30.0,30.0,30.784374,2,92.353122,4.060955578130413
AAL5885,N902BC,PI,Polar,,PHL,2025-12-19 21:06:00+00:00,2025-12-19 22:51:00+00:00,A9,,30.0,30.0,30.376808,1,60.753616,2.671460698283628
AAL5885,N902BC,PD,Porter,,PHL,2025-12-19 21:06:00+00:00,2025-12-19 22:51:00+00:00,A9,,30.0,38.0,30.030268,0,30.030268,1.3204922768864404
DAL5146,N909XJ,VS,Virgin Atlantic,DTW,,2025-12-19 18:27:00+00:00,2025-12-19 19:48:00+00:00,,A6,69.0,0.0,68.11934,8,613.0740599999999,26.958119767343206
DAL5146,N909XJ,WS,WestJet,DTW,,2025-12-19 18:27:00+00:00,2025-12-19 19:48:00+00:00,,A6,69.0,69.0,69.132576,7,553.060608,24.319205593307363
EDV5146,N909XJ,DL,Delta Air Lines,DTW,,2025-12-19 18:27:00+00:00,2025-12-19 19:48:00+00:00,,A6,69.0,69.0,68.45928,6,479.21496,21.072061483049186
DAL5146,N909XJ,KL,KLM,DTW,,2025-12-19 18:27:00+00:00,2025-12-19 19:48:00+00:00,,A6,69.0,69.0,67.80706,5,406.84236000000004,17.889690304803572
EDV4881,N909XJ,VS,Virgin Atlantic,,DTW,2025-12-19 20:38:00+00:00,2025-12-19 22:07:00+00:00,A6,,65.0,69.0,64.963135,4,324.81567499999994,14.282809272603094
EDV4881,N909XJ,KL,KLM,,DTW,2025-12-19 20:38:00+00:00,2025-12-19 22:07:00+00:00,A6,,65.0,65.0,64.21577,3,256.86308,11.29479475032537
EDV4881,N909XJ,WS,WestJet,,DTW,2025-12-19 20:38:00+00:00,2025-12-19 22:07:00+00:00,A6,,65.0,65.0,68.53359,2,205.60077,9.04068618058638
EDV4881,N909XJ,AF,Air France,,DTW,2025-12-19 20:38:00+00:00,2025-12-19 22:07:00+00:00,A6,,65.0,65.0,62.689598,1,125.379196,5.513179569367522
DAL4881,N909XJ,DL,Delta Air Lines,,DTW,2025-12-19 20:38:00+00:00,2025-12-19 22:07:00+00:00,A6,,65.0,65.0,64.188965,0,64.188965,2.8225200169320512
EDV5019,N919XJ,WS,WestJet,LGA,,2025-12-19 23:29:00+00:00,2025-12-20 01:20:00+00:00,,A6,0.0,0.0,0.0,1,0.0,0.0
EDV5019,N919XJ,DL,Delta Air Lines,LGA,,2025-12-19 23:29:00+00:00,2025-12-20 01:20:00+00:00,,A6,0.0,0.0,0.0,0,0.0,0.0
AAL1111,N987NN,QF,Qantas,DFW,,2025-12-19 18:19:00+00:00,2025-12-19 21:19:00+00:00,,A8,0.0,0.0,0.0,11,0.0,0.0
AAL1111,N987NN,PD,Porter,DFW,,2025-12-19 18:19:00+00:00,2025-12-19 21:19:00+00:00,,A8,0.0,0.0,4.4830422,10,49.3134642,2.1684138357545115
AAL1111,N987NN,AA,American,DFW,,2025-12-19 18:19:00+00:00,2025-12-19 21:19:00+00:00,,A8,0.0,0.0,0.0,9,0.0,0.0
AAL1111,N987NN,AS,Alaska,DFW,,2025-12-19 18:19:00+00:00,2025-12-19 21:19:00+00:00,,A8,0.0,0.0,0.6463808,8,5.8174272,0.2558041669474648
AAL1111,N987NN,G3,Gol,DFW,,2025-12-19 18:19:00+00:00,2025-12-19 21:19:00+00:00,,A8,0.0,0.0,0.17357832,7,1.38862656,0.061060748707250485
AAL1111,N987NN,QR,Qatar,DFW,,2025-12-19 18:19:00+00:00,2025-12-19 21:19:00+00:00,,A8,0.0,0.0,0.0,6,0.0,0.0
AAL1111,N987NN,AS,Alaska,,DFW,2025-12-19 22:14:00+00:00,2025-12-20 01:54:00+00:00,A8,,0.0,0.0,1.3695723,5,8.2174338,0.36133736364675784
AAL1111,N987NN,G3,Gol,,DFW,2025-12-19 22:14:00+00:00,2025-12-20 01:54:00+00:00,A8,,0.0,0.0,4.430129,4,22.150645,0.9740091447253567
AAL1111,N987NN,QR,Qatar,,DFW,2025-12-19 22:14:00+00:00,2025-12-20 01:54:00+00:00,A8,,0.0,0.0,0.0,3,0.0,0.0
AAL1111,N987NN,AA,American,,DFW,2025-12-19 22:14:00+00:00,2025-12-20 01:54:00+00:00,A8,,0.0,0.0,0.0,2,0.0,0.0
AAL1111,N987NN,PD,Porter,,DFW,2025-12-19 22:14:00+00:00,2025-12-20 01:54:00+00:00,A8,,0.0,0.0,0.0,1,0.0,0.0
AAL1111,N987NN,QF,Qantas,,DFW,2025-12-19 22:14:00+00:00,2025-12-20 01:54:00+00:00,A8,,0.0,0.0,0.0,0,0.0,0.0
,PH-BQN,VS,Virgin Atlantic,AMS,,2025-12-19 12:25:00+00:00,2025-12-19 20:40:00+00:00,D10,C35,8.0,8.0,7.482896,3,29.931584,1.3161529396600042
,PH-BQN,KL,KLM,AMS,,2025-12-19 12:25:00+00:00,2025-12-19 20:40:00+00:00,D10,C35,8.0,8.0,7.933705,2,23.801115,1.0465836847938224
,PH-BQN,AF,Air France,AMS,,2025-12-19 12:25:00+00:00,2025-12-19 20:40:00+00:00,D10,C35,8.0,8.0,6.7220864,1,13.4441728,0.5911677628560209
,PH-BQN,DL,Delta Air Lines,AMS,,2025-12-19 12:25:00+00:00,2025-12-19 20:40:00+00:00,D10,C35,8.0,0.0,9.121725,0,9.121725,0.4011008964149759
PAL118,RP-C3508,PR,Philippine,MNL,,2025-12-19 12:10:00+00:00,2025-12-20 03:10:00+00:00,,C31,0.0,0.0,1.0100445,0,1.0100445,0.04441372156790697
SAS949,SE-DMR,SK,SAS,CPH,,2025-12-19 11:50:00+00:00,2025-12-19 20:40:00+00:00,E101,B41,54.0,0.0,55.57003,0,55.57003,2.443527824704988
LOT45,SP-LSF,LO,LOT - Polish,WAW,,2025-12-19 16:00:00+00:00,2025-12-20 01:40:00+00:00,19N,E71,0.0,0.0,0.0,1,0.0,0.0
LOT45,SP-LSF,AC,Air Canada,WAW,,2025-12-19 16:00:00+00:00,2025-12-20 01:40:00+00:00,19N,E71,0.0,0.0,3.290173,0,3.290173,0.14467563313521845
ICE605,TF-ICP,FI,Icelandair,KEF,,2025-12-19 16:45:00+00:00,2025-12-19 23:00:00+00:00,D28,B40,23.0,0.0,21.860212,0,21.860212,0.9612382119633528
