callSign,aircraft.reg,airline.iata,airline.name,departure.airport.iata,arrival.airport.iata,departure.scheduledTime.utc,arrival.scheduledTime.utc,departure.gate,arrival.gate,ARR_DELAY,PRIOR_LEG_DELAY,PREDICTED_DELAY
PIA781,AP-BGY,PK,Pakistan International,ISB,,2025-12-19 09:30:00+00:00,2025-12-19 23:30:00+00:00,,C35,45.0,0.0,44.803696
ACA887,C-FGEO,AC,Air Canada,VIE,,2025-12-19 09:35:00+00:00,2025-12-19 18:50:00+00:00,G36,E80,203.0,0.0,202.29564
ACA10,C-FNNW,AC,Air Canada,NRT,,2025-12-19 09:45:00+00:00,2025-12-19 21:45:00+00:00,,E72,18.0,0.0,25.283884
ACA10,C-FNNW,NH,ANA,NRT,,2025-12-19 09:45:00+00:00,2025-12-19 21:45:00+00:00,,E72,18.0,18.0,16.489824
ACA2,C-FIVR,AC,Air Canada,HND,,2025-12-19 09:50:00+00:00,2025-12-19 22:05:00+00:00,,E71,0.0,0.0,0.0
ACA81,C-FVND,AC,Air Canada,TLV,,2025-12-19 09:55:00+00:00,2025-12-19 22:05:00+00:00,,E80,215.0,0.0,209.31834
ACA81,C-FVND,UA,United,TLV,,2025-12-19 09:55:00+00:00,2025-12-19 22:05:00+00:00,,E80,215.0,215.0,215.83095
ACA837,C-FIVM,LH,Lufthansa,MUC,,2025-12-19 10:50:00+00:00,2025-12-19 19:50:00+00:00,,E79,147.0,0.0,146.38733
ACA837,C-FIVM,OS,Austrian,MUC,,2025-12-19 10:50:00+00:00,2025-12-19 19:50:00+00:00,,E79,147.0,147.0,148.14711
ACA837,C-FIVM,A3,Aegean,MUC,,2025-12-19 10:50:00+00:00,2025-12-19 19:50:00+00:00,,E79,147.0,147.0,146.61707
ACA837,C-FIVM,OU,Croatia,MUC,,2025-12-19 10:50:00+00:00,2025-12-19 19:50:00+00:00,,E79,147.0,147.0,147.38495
ACA837,C-FIVM,UA,United,MUC,,2025-12-19 10:50:00+00:00,2025-12-19 19:50:00+00:00,,E79,147.0,147.0,146.89816
ACA837,C-FIVM,AC,Air Canada,MUC,,2025-12-19 10:50:00+00:00,2025-12-19 19:50:00+00:00,,E79,147.0,147.0,147.26059
,D-ANRA,DE,Condor,FRA,,2025-12-19 10:50:00+00:00,2025-12-19 19:45:00+00:00,B61,C30,168.0,0.0,164.5411
,D-ANRA,WS,WestJet,FRA,,2025-12-19 10:50:00+00:00,2025-12-19 19:45:00+00:00,B61,C30,168.0,168.0,167.47664
CPA826,B-LXP,CX,Cathay Pacific,HKG,,2025-12-19 11:20:00+00:00,2025-12-20 02:00:00+00:00,69,C34,0.0,0.0,3.3455849
EVA036,B-16721,BR,EVA Air,TPE,,2025-12-19 11:20:00+00:00,2025-12-20 01:20:00+00:00,C4,E75,0.0,0.0,0.5354277
SAS949,SE-DMR,SK,SAS,CPH,,2025-12-19 11:50:00+00:00,2025-12-19 20:40:00+00:00,E101,B41,54.0,0.0,55.57003
PAL118,RP-C3508,PR,Philippine,MNL,,2025-12-19 12:10:00+00:00,2025-12-20 03:10:00+00:00,,C31,0.0,0.0,1.0100445
ACA881,C-FITW,UA,United,ZRH,,2025-12-19 12:20:00+00:00,2025-12-19 21:25:00+00:00,E34,E73,16.0,16.0,16.517056
ACA881,C-FITW,LX,SWISS,ZRH,,2025-12-19 12:20:00+00:00,2025-12-19 21:25:00+00:00,E34,E73,16.0,16.0,15.792451
ACA881,C-FITW,TG,Thai  International,ZRH,,2025-12-19 12:20:00+00:00,2025-12-19 21:25:00+00:00,E34,E73,16.0,16.0,16.006779
ACA881,C-FITW,AC,Air Canada,ZRH,,2025-12-19 12:20:00+00:00,2025-12-19 21:25:00+00:00,E34,E73,16.0,16.0,16.175362
ACA881,C-FITW,LH,Lufthansa,ZRH,,2025-12-19 12:20:00+00:00,2025-12-19 21:25:00+00:00,E34,E73,16.0,16.0,16.094734
ACA881,C-FITW,OS,Austrian,ZRH,,2025-12-19 12:20:00+00:00,2025-12-19 21:25:00+00:00,E34,E73,16.0,0.0,16.417772
ACA881,C-FITW,OU,Croatia,ZRH,,2025-12-19 12:20:00+00:00,2025-12-19 21:25:00+00:00,E34,E73,16.0,16.0,15.734664
,PH-BQN,VS,Virgin Atlantic,AMS,,2025-12-19 12:25:00+00:00,2025-12-19 20:40:00+00:00,D10,C35,8.0,8.0,7.482896
,PH-BQN,KL,KLM,AMS,,2025-12-19 12:25:00+00:00,2025-12-19 20:40:00+00:00,D10,C35,8.0,8.0,7.933705
,PH-BQN,AF,Air France,AMS,,2025-12-19 12:25:00+00:00,2025-12-19 20:40:00+00:00,D10,C35,8.0,8.0,6.7220864
,PH-BQN,DL,Delta Air Lines,AMS,,2025-12-19 12:25:00+00:00,2025-12-19 20:40:00+00:00,D10,C35,8.0,0.0,9.121725
DLH470,D-ABPA,LH,Lufthansa,FRA,,2025-12-19 12:40:00+00:00,2025-12-19 21:15:00+00:00,B22,E76,24.0,0.0,22.960682
,D-ABPA,AC,Air Canada,FRA,,2025-12-19 12:40:00+00:00,2025-12-19 21:15:00+00:00,B22,E76,24.0,24.0,23.358713
AFR356,F-GZNR,AF,Air France,CDG,,2025-12-19 13:00:00+00:00,2025-12-19 21:25:00+00:00,,C34,12.0,0.0,13.144476
ACA857,C-GHPT,AC,Air Canada,LHR,,2025-12-19 13:00:00+00:00,2025-12-19 21:00:00+00:00,,DIV2,25.0,0.0,25.027967
POE604,C-GKYN,TS,Air Transat,LGA,,2025-12-19 14:55:00+00:00,2025-12-19 16:35:00+00:00,,C37A,346.0,346.0,347.22385
POE604,C-GKYN,PD,Porter,LGA,,2025-12-19 14:55:00+00:00,2025-12-19 16:35:00+00:00,,C37A,346.0,0.0,343.37952
WJA4250,C-FZWS,WS,WestJet,YWG,,2025-12-19 15:00:00+00:00,2025-12-19 17:37:00+00:00,10,B29,390.0,0.0,386.1735
JZA691,C-FEJD,AC,Air Canada,BOS,,2025-12-19 15:45:00+00:00,2025-12-19 17:48:00+00:00,,F96,216.0,0.0,215.1596
LOT45,SP-LSF,LO,LOT - Polish,WAW,,2025-12-19 16:00:00+00:00,2025-12-20 01:40:00+00:00,19N,E71,0.0,0.0,0.0
LOT45,SP-LSF,AC,Air Canada,WAW,,2025-12-19 16:00:00+00:00,2025-12-20 01:40:00+00:00,19N,E71,0.0,0.0,3.290173
,C-FGHZ,UA,United,FRA,,2025-12-19 16:10:00+00:00,2025-12-20 00:45:00+00:00,B22,E79,5.0,0.0,4.631001
,C-FGHZ,MS,EgyptAir,FRA,,2025-12-19 16:10:00+00:00,2025-12-20 00:45:00+00:00,B22,E79,5.0,5.0,5.644474
,C-FGHZ,OU,Croatia,FRA,,2025-12-19 16:10:00+00:00,2025-12-20 00:45:00+00:00,B22,E79,5.0,5.0,5.103655
,C-FGHZ,LH,Lufthansa,FRA,,2025-12-19 16:10:00+00:00,2025-12-20 00:45:00+00:00,B22,E79,5.0,5.0,5.4429345
,C-FGHZ,A3,Aegean,FRA,,2025-12-19 16:10:00+00:00,2025-12-20 00:45:00+00:00,B22,E79,5.0,5.0,4.7746105
,C-FGHZ,OS,Austrian,FRA,,2025-12-19 16:10:00+00:00,2025-12-20 00:45:00+00:00,B22,E79,5.0,5.0,5.68991
ACA843,C-FGHZ,AC,Air Canada,FRA,,2025-12-19 16:10:00+00:00,2025-12-20 00:45:00+00:00,B22,E79,5.0,5.0,4.5756454
RPA4623,N439YX,YX,Republic,LGA,,2025-12-19 16:19:00+00:00,2025-12-19 18:00:00+00:00,,A14,310.0,0.0,305.36493
RPA4623,N439YX,AA,American,LGA,,2025-12-19 16:19:00+00:00,2025-12-19 18:00:00+00:00,,A14,310.0,310.0,308.2473
EDV5094,N478PX,DL,Delta Air Lines,LGA,,2025-12-19 16:30:00+00:00,2025-12-19 18:19:00+00:00,,A6,158.0,158.0,158.82153
DAL5094,N478PX,WS,WestJet,LGA,,2025-12-19 16:30:00+00:00,2025-12-19 18:19:00+00:00,,A6,158.0,0.0,159.88428
ACA738,C-GEKH,AC,Air Canada,SFO,,2025-12-19 16:30:00+00:00,2025-12-19 21:28:00+00:00,C4,F95,5.0,0.0,5.6455646
ACA104,C-FRTU,VA,Virgin Australia,YVR,,2025-12-19 16:45:00+00:00,2025-12-19 21:09:00+00:00,C49,D43,5.0,0.0,4.751537
ACA104,C-FRTU,AC,Air Canada,YVR,,2025-12-19 16:45:00+00:00,2025-12-19 21:09:00+00:00,C49,D43,5.0,5.0,2.5701485
ACA104,C-FRTU,OS,Austrian,YVR,,2025-12-19 16:45:00+00:00,2025-12-19 21:09:00+00:00,C49,D43,5.0,5.0,4.869638
ICE605,TF-ICP,FI,Icelandair,KEF,,2025-12-19 16:45:00+00:00,2025-12-19 23:00:00+00:00,D28,B40,23.0,0.0,21.860212
UAL608,N26210,UA,United,SFO,,2025-12-19 16:49:00+00:00,2025-12-19 21:52:00+00:00,E11,F97,0.0,0.0,1.0349674
TSC327,C-GTSR,TS,Air Transat,CUN,,2025-12-19 16:55:00+00:00,2025-12-19 20:50:00+00:00,,B15A,0.0,0.0,2.1591027
ACA141,C-GJWO,AC,Air Canada,,YYC,2025-12-19 17:00:00+00:00,2025-12-19 21:24:00+00:00,D44,C52,271.0,0.0,324.88174
ACA693,C-GWUS,AC,Air Canada,YYT,,2025-12-19 17:00:00+00:00,2025-12-19 20:51:00+00:00,,D26,8.0,8.0,7.494214
ACA693,C-GWUS,LH,Lufthansa,YYT,,2025-12-19 17:00:00+00:00,2025-12-19 20:51:00+00:00,,D26,8.0,8.0,8.675664
ACA693,C-GWUS,UA,United,YYT,,2025-12-19 17:00:00+00:00,2025-12-19 20:51:00+00:00,,D26,8.0,0.0,5.1573257
WJA1113,C-FUSM,DL,Delta Air Lines,FLL,,2025-12-19 17:00:00+00:00,2025-12-19 20:17:00+00:00,,A18,53.0,53.0,54.989735
WJA1113,C-FUSM,AF,Air France,FLL,,2025-12-19 17:00:00+00:00,2025-12-19 20:17:00+00:00,,A18,53.0,53.0,53.647957
WJA1113,C-FUSM,WS,WestJet,FLL,,2025-12-19 17:00:00+00:00,2025-12-19 20:17:00+00:00,,A18,53.0,0.0,53.48135
BAW99,G-ZBJB,BA,British,LHR,,2025-12-19 17:05:00+00:00,2025-12-20 01:15:00+00:00,,C32,12.0,0.0,8.619502
ROU1795,C-GFCI,AC,Air Canada,PUJ,,2025-12-19 17:05:00+00:00,2025-12-19 21:50:00+00:00,,F98,39.0,0.0,40.791145
WJA384,C-GORP,WS,WestJet,YWG,,2025-12-19 17:10:00+00:00,2025-12-19 19:40:00+00:00,6,B40,79.0,0.0,87.39469
FLE622,C-FLDX,F8,Flair,YYC,,2025-12-19 17:15:00+00:00,2025-12-19 21:25:00+00:00,A16,B4,96.0,0.0,40.66702
ACA1201,C-FSEQ,AC,Air Canada,MIA,,2025-12-19 17:20:00+00:00,2025-12-19 20:40:00+00:00,,F57,93.0,0.0,90.292274
ACA1932,C-GBIN,LH,Lufthansa,YXE,,2025-12-19 17:30:00+00:00,2025-12-19 20:52:00+00:00,5,D40,55.0,0.0,53.08156
ACA1932,C-GBIN,UA,United,YXE,,2025-12-19 17:30:00+00:00,2025-12-19 20:52:00+00:00,5,D40,55.0,55.0,52.908695
ACA1932,C-GBIN,AC,Air Canada,YXE,,2025-12-19 17:30:00+00:00,2025-12-19 20:52:00+00:00,5,D40,55.0,55.0,56.522896
ACA1932,C-GBIN,LO,LOT - Polish,YXE,,2025-12-19 17:30:00+00:00,2025-12-19 20:52:00+00:00,5,D40,55.0,55.0,55.694286
ACA1,C-FITL,AC,Air Canada,,HND,2025-12-19 17:30:00+00:00,2025-12-20 07:40:00+00:00,E79,,194.0,0.0,188.78978
TAP261,CS-TXA,TP,TAP Air Portugal,LIS,,2025-12-19 17:30:00+00:00,2025-12-20 02:15:00+00:00,,E81,0.0,0.0,1.6252612
ACA34,C-FNND,VA,Virgin Australia,YVR,,2025-12-19 17:30:00+00:00,2025-12-19 21:59:00+00:00,C50,D24,0.0,0.0,0.0
ACA34,C-FNND,AC,Air Canada,YVR,,2025-12-19 17:30:00+00:00,2025-12-19 21:59:00+00:00,C50,D24,0.0,0.0,2.4968023
ACA34,C-FNND,NZ,Air New Zealand,YVR,,2025-12-19 17:30:00+00:00,2025-12-19 21:59:00+00:00,C50,D24,0.0,0.0,2.612711
TSC517,C-GUBA,TS,Air Transat,MBJ,,2025-12-19 17:35:00+00:00,2025-12-19 21:45:00+00:00,,C32,18.0,18.0,15.9895525
TSC517,C-GUBA,F8,Flair,MBJ,,2025-12-19 17:35:00+00:00,2025-12-19 21:45:00+00:00,,C32,18.0,0.0,19.08108
FLE626,C-FLKA,F8,Flair,YYC,,2025-12-19 17:40:00+00:00,2025-12-19 21:50:00+00:00,A19,B5,0.0,0.0,40.66702
FLE2611,C-FLUJ,F8,Flair,CUN,,2025-12-19 17:40:00+00:00,2025-12-19 21:45:00+00:00,,B28,82.0,0.0,78.368805
ACA743,C-FHMO,AC,Air Canada,,SFO,2025-12-19 17:40:00+00:00,2025-12-19 23:25:00+00:00,F51,D11,399.0,0.0,324.88174
ACA8236,C-GBJZ,AC,Air Canada,YSB,,2025-12-19 17:45:00+00:00,2025-12-19 18:51:00+00:00,,D3,116.0,0.0,109.02763
JZA989,C-GJIZ,AC,Air Canada,LGA,,2025-12-19 17:45:00+00:00,2025-12-19 19:28:00+00:00,,F84,109.0,0.0,112.494095
TSC741,C-GUFZ,TS,Air Transat,POP,,2025-12-19 17:50:00+00:00,2025-12-19 22:15:00+00:00,,C33,0.0,0.0,2.187867
RZO323,CS-TSJ,S4,Azores,PDL,,2025-12-19 17:50:00+00:00,2025-12-20 00:50:00+00:00,,B40,0.0,0.0,3.6858056
ACA592,C-GYLQ,AC,Air Canada,IAH,,2025-12-19 17:55:00+00:00,2025-12-19 21:05:00+00:00,,F66,234.0,0.0,231.85281
ACA592,C-GYLQ,OS,Austrian,IAH,,2025-12-19 17:55:00+00:00,2025-12-19 21:05:00+00:00,,F66,234.0,234.0,234.22757
ACA592,C-GYLQ,UA,United,IAH,,2025-12-19 17:55:00+00:00,2025-12-19 21:05:00+00:00,,F66,234.0,234.0,232.94771
ACA859,C-FIUW,AC,Air Canada,LHR,,2025-12-19 18:00:00+00:00,2025-12-20 02:10:00+00:00,,E74,0.0,0.0,9.834215
WJA712,C-FBWI,WS,WestJet,YVR,,2025-12-19 18:00:00+00:00,2025-12-19 22:41:00+00:00,B15,B19,0.0,0.0,0.8688397
WJA712,C-FBWI,S4,Azores,YVR,,2025-12-19 18:00:00+00:00,2025-12-19 22:41:00+00:00,B15,B19,0.0,0.0,0.0
WJA712,C-FBWI,AF,Air France,YVR,,2025-12-19 18:00:00+00:00,2025-12-19 22:41:00+00:00,B15,B19,0.0,0.0,0.0
WJA712,C-FBWI,VS,Virgin Atlantic,YVR,,2025-12-19 18:00:00+00:00,2025-12-19 22:41:00+00:00,B15,B19,0.0,0.0,0.0
WJA712,C-FBWI,DL,Delta Air Lines,YVR,,2025-12-19 18:00:00+00:00,2025-12-19 22:41:00+00:00,B15,B19,0.0,0.0,0.18195403
WJA712,C-FBWI,QF,Qantas,YVR,,2025-12-19 18:00:00+00:00,2025-12-19 22:41:00+00:00,B15,B19,0.0,0.0,0.0
ACA1291,C-GNGV,AC,Air Canada,RSW,,2025-12-19 18:04:00+00:00,2025-12-19 20:25:00+00:00,,F55,41.0,41.0,42.86203
ACA1291,C-GNGV,LH,Lufthansa,RSW,,2025-12-19 18:04:00+00:00,2025-12-19 20:25:00+00:00,,F55,41.0,0.0,41.94807
ACA413,C-GJVT,EI,Aer Lingus,YUL,,2025-12-19 18:10:00+00:00,2025-12-19 19:40:00+00:00,A49,D51,77.0,77.0,76.885574
ACA413,C-GJVT,AC,Air Canada,YUL,,2025-12-19 18:10:00+00:00,2025-12-19 19:40:00+00:00,A49,D51,77.0,77.0,79.3556
ACA413,C-GJVT,AV,Avianca,YUL,,2025-12-19 18:10:00+00:00,2025-12-19 19:40:00+00:00,A49,D51,77.0,77.0,75.177055
ACA413,C-GJVT,OS,Austrian,YUL,,2025-12-19 18:10:00+00:00,2025-12-19 19:40:00+00:00,A49,D51,77.0,0.0,74.48748
ACA166,C-GITU,AC,Air Canada,YEG,,2025-12-19 18:15:00+00:00,2025-12-19 22:08:00+00:00,52,D37,15.0,0.0,30.090542
ACA1323,C-FSLU,AC,Air Canada,PLS,,2025-12-19 18:15:00+00:00,2025-12-19 22:25:00+00:00,,E80,80.0,0.0,85.37876
AAL1111,N987NN,QF,Qantas,DFW,,2025-12-19 18:19:00+00:00,2025-12-19 21:19:00+00:00,,A8,0.0,0.0,0.0
AAL1111,N987NN,PD,Porter,DFW,,2025-12-19 18:19:00+00:00,2025-12-19 21:19:00+00:00,,A8,0.0,0.0,4.4830422
AAL1111,N987NN,AA,American,DFW,,2025-12-19 18:19:00+00:00,2025-12-19 21:19:00+00:00,,A8,0.0,0.0,0.0
AAL1111,N987NN,AS,Alaska,DFW,,2025-12-19 18:19:00+00:00,2025-12-19 21:19:00+00:00,,A8,0.0,0.0,0.6463808
AAL1111,N987NN,G3,Gol,DFW,,2025-12-19 18:19:00+00:00,2025-12-19 21:19:00+00:00,,A8,0.0,0.0,0.17357832
AAL1111,N987NN,QR,Qatar,DFW,,2025-12-19 18:19:00+00:00,2025-12-19 21:19:00+00:00,,A8,0.0,0.0,0.0
FLE2637,C-FFBC,F8,Flair,PUJ,,2025-12-19 18:20:00+00:00,2025-12-19 23:10:00+00:00,,B25,45.0,0.0,39.49736
ACA2108,C-FGJI,AC,Air Canada,YVR,,2025-12-19 18:20:00+00:00,2025-12-19 22:55:00+00:00,C42,D35,0.0,0.0,6.576562
ACA8202,C-GIJZ,AC,Air Canada,YAM,,2025-12-19 18:25:00+00:00,2025-12-19 19:44:00+00:00,,D11,178.0,0.0,167.62468
DAL5146,N909XJ,VS,Virgin Atlantic,DTW,,2025-12-19 18:27:00+00:00,2025-12-19 19:48:00+00:00,,A6,69.0,0.0,68.11934
DAL5146,N909XJ,WS,WestJet,DTW,,2025-12-19 18:27:00+00:00,2025-12-19 19:48:00+00:00,,A6,69.0,69.0,69.132576
EDV5146,N909XJ,DL,Delta Air Lines,DTW,,2025-12-19 18:27:00+00:00,2025-12-19 19:48:00+00:00,,A6,69.0,69.0,68.45928
DAL5146,N909XJ,KL,KLM,DTW,,2025-12-19 18:27:00+00:00,2025-12-19 19:48:00+00:00,,A6,69.0,69.0,67.80706
ACA973,C-GEHY,AC,Air Canada,GCM,,2025-12-19 18:30:00+00:00,2025-12-19 22:35:00+00:00,,E81,0.0,0.0,7.544276
AAL4556,N657RW,BA,British,LGA,,2025-12-19 18:30:00+00:00,2025-12-19 20:12:00+00:00,,A7,108.0,108.0,107.36246
WJA2133,C-FWCN,WS,WestJet,CUN,,2025-12-19 18:30:00+00:00,2025-12-19 22:31:00+00:00,,B23,74.0,0.0,70.14145
RPA4556,N657RW,AA,American,LGA,,2025-12-19 18:30:00+00:00,2025-12-19 20:12:00+00:00,,A7,108.0,0.0,106.9808
RPA4556,N657RW,YX,Republic,LGA,,2025-12-19 18:30:00+00:00,2025-12-19 20:12:00+00:00,,A7,108.0,108.0,108.551056
WJA634,C-FNWD,WS,WestJet,YYC,,2025-12-19 18:30:00+00:00,2025-12-19 22:28:00+00:00,C51,B20,35.0,0.0,32.766712
WJA634,C-FNWD,AF,Air France,YYC,,2025-12-19 18:30:00+00:00,2025-12-19 22:28:00+00:00,C51,B20,35.0,35.0,34.10144
WJA634,C-FNWD,AM,Aeromexico,YYC,,2025-12-19 18:30:00+00:00,2025-12-19 22:28:00+00:00,C51,B20,35.0,35.0,34.90476
WJA634,C-FNWD,S4,Azores,YYC,,2025-12-19 18:30:00+00:00,2025-12-19 22:28:00+00:00,C51,B20,35.0,35.0,34.442307
